FID,gid,capacity_factor
west_wind_site_metadata.95860,95860,26.40625
west_wind_site_metadata.95861,95861,27.796875
west_wind_site_metadata.95862,95862,22.640625
west_wind_site_metadata.95863,95863,23.953125
west_wind_site_metadata.95864,95864,22.796875
west_wind_site_metadata.95865,95865,25.078125
west_wind_site_metadata.95866,95866,22.15625
west_wind_site_metadata.95867,95867,23.984375
west_wind_site_metadata.95868,95868,28.984375
west_wind_site_metadata.95869,95869,24.09375
west_wind_site_metadata.95870,95870,27.640625
west_wind_site_metadata.95871,95871,27
west_wind_site_metadata.95872,95872,26.953125
west_wind_site_metadata.95873,95873,30.078125
west_wind_site_metadata.95874,95874,29.8125
west_wind_site_metadata.95875,95875,26.03125
west_wind_site_metadata.95876,95876,25.34375
west_wind_site_metadata.95877,95877,24.15625
west_wind_site_metadata.95878,95878,23.234375
west_wind_site_metadata.95879,95879,21.421875
west_wind_site_metadata.95880,95880,20.609375
west_wind_site_metadata.95881,95881,26.296875
west_wind_site_metadata.95882,95882,27.859375
west_wind_site_metadata.95883,95883,28.6875
west_wind_site_metadata.95884,95884,29.15625
west_wind_site_metadata.95885,95885,28.953125
west_wind_site_metadata.95886,95886,29.96875
west_wind_site_metadata.95887,95887,21.8125
west_wind_site_metadata.95888,95888,21.109375
west_wind_site_metadata.95889,95889,23.453125
west_wind_site_metadata.95890,95890,30.265625
west_wind_site_metadata.95891,95891,30.546875
west_wind_site_metadata.95892,95892,24.734375
west_wind_site_metadata.95893,95893,23.34375
west_wind_site_metadata.95894,95894,25.265625
west_wind_site_metadata.95895,95895,24.484375
west_wind_site_metadata.95896,95896,26.453125
west_wind_site_metadata.95897,95897,23.5625
west_wind_site_metadata.95898,95898,26.734375
west_wind_site_metadata.95899,95899,27.1875
west_wind_site_metadata.95900,95900,30.75
west_wind_site_metadata.95901,95901,31.09375
west_wind_site_metadata.95902,95902,26.953125
west_wind_site_metadata.95903,95903,26.09375
west_wind_site_metadata.95904,95904,24.75
west_wind_site_metadata.95905,95905,23.609375
west_wind_site_metadata.95906,95906,21.640625
west_wind_site_metadata.95907,95907,20.71875
west_wind_site_metadata.95908,95908,27.34375
west_wind_site_metadata.95909,95909,23.890625
west_wind_site_metadata.95910,95910,24.71875
west_wind_site_metadata.95911,95911,26.5625
west_wind_site_metadata.95912,95912,26.625
west_wind_site_metadata.95913,95913,27.625
west_wind_site_metadata.95914,95914,28.109375
west_wind_site_metadata.95915,95915,21.8125
west_wind_site_metadata.95916,95916,22.3125
west_wind_site_metadata.95917,95917,24.234375
west_wind_site_metadata.95918,95918,23.96875
west_wind_site_metadata.95919,95919,23.328125
west_wind_site_metadata.95920,95920,28.6875
west_wind_site_metadata.95921,95921,24.53125
west_wind_site_metadata.95922,95922,23.1875
west_wind_site_metadata.95923,95923,25.125
west_wind_site_metadata.95924,95924,25.375
west_wind_site_metadata.95925,95925,25.578125
west_wind_site_metadata.95926,95926,25.984375
west_wind_site_metadata.95927,95927,27.234375
west_wind_site_metadata.95928,95928,31.59375
west_wind_site_metadata.95929,95929,32.25
west_wind_site_metadata.95930,95930,32.1875
west_wind_site_metadata.95931,95931,28.59375
west_wind_site_metadata.95932,95932,27.171875
west_wind_site_metadata.95933,95933,25.5625
west_wind_site_metadata.95934,95934,23.96875
west_wind_site_metadata.95935,95935,22.140625
west_wind_site_metadata.95936,95936,20.953125
west_wind_site_metadata.95937,95937,27.140625
west_wind_site_metadata.95938,95938,29.109375
west_wind_site_metadata.95939,95939,28.90625
west_wind_site_metadata.95940,95940,29.265625
west_wind_site_metadata.95941,95941,19.515625
west_wind_site_metadata.95942,95942,24.625
west_wind_site_metadata.95943,95943,27.84375
west_wind_site_metadata.95944,95944,28.0625
west_wind_site_metadata.95945,95945,33.125
west_wind_site_metadata.95946,95946,33.625
west_wind_site_metadata.95947,95947,33.53125
west_wind_site_metadata.95948,95948,31.125
west_wind_site_metadata.95949,95949,29.125
west_wind_site_metadata.95950,95950,27.109375
west_wind_site_metadata.95951,95951,25.046875
west_wind_site_metadata.95952,95952,22.859375
west_wind_site_metadata.95953,95953,21.421875
west_wind_site_metadata.95954,95954,23.375
west_wind_site_metadata.95955,95955,29.390625
west_wind_site_metadata.95956,95956,28.46875
west_wind_site_metadata.95957,95957,27.84375
west_wind_site_metadata.95958,95958,27.328125
west_wind_site_metadata.95959,95959,26.21875
west_wind_site_metadata.95960,95960,23.8125
west_wind_site_metadata.95961,95961,28.015625
west_wind_site_metadata.95962,95962,30.34375
west_wind_site_metadata.95963,95963,29.875
west_wind_site_metadata.95964,95964,30.9375
west_wind_site_metadata.95965,95965,30.96875
west_wind_site_metadata.95966,95966,28.9375
west_wind_site_metadata.95967,95967,26.734375
west_wind_site_metadata.95968,95968,24.515625
west_wind_site_metadata.95969,95969,22.28125
west_wind_site_metadata.95970,95970,20.796875
west_wind_site_metadata.95971,95971,25.28125
west_wind_site_metadata.95972,95972,24.875
west_wind_site_metadata.95973,95973,24.375
west_wind_site_metadata.95974,95974,26.3125
west_wind_site_metadata.95975,95975,25.828125
west_wind_site_metadata.95976,95976,26.59375
west_wind_site_metadata.95977,95977,29.203125
west_wind_site_metadata.95978,95978,29.46875
west_wind_site_metadata.95979,95979,31.8125
west_wind_site_metadata.95980,95980,30.515625
west_wind_site_metadata.95981,95981,28.40625
west_wind_site_metadata.95982,95982,26.125
west_wind_site_metadata.95983,95983,23.90625
west_wind_site_metadata.95984,95984,21.6875
west_wind_site_metadata.95985,95985,21.34375
west_wind_site_metadata.95986,95986,25.578125
west_wind_site_metadata.95987,95987,24.03125
west_wind_site_metadata.95988,95988,23.390625
west_wind_site_metadata.95989,95989,30.234375
west_wind_site_metadata.95990,95990,30.40625
west_wind_site_metadata.95991,95991,30.0625
west_wind_site_metadata.95992,95992,29.890625
west_wind_site_metadata.95993,95993,30.53125
west_wind_site_metadata.95994,95994,32.0625
west_wind_site_metadata.95995,95995,29.8125
west_wind_site_metadata.95996,95996,27.515625
west_wind_site_metadata.95997,95997,25.140625
west_wind_site_metadata.95998,95998,22.921875
west_wind_site_metadata.95999,95999,23.921875
west_wind_site_metadata.96000,96000,26.125
west_wind_site_metadata.96001,96001,29.703125
west_wind_site_metadata.96002,96002,31.125
west_wind_site_metadata.96003,96003,29.109375
west_wind_site_metadata.96004,96004,26.765625
west_wind_site_metadata.96005,96005,24.375
west_wind_site_metadata.96006,96006,22.203125
west_wind_site_metadata.96007,96007,23.484375
west_wind_site_metadata.96008,96008,25.125
west_wind_site_metadata.96009,96009,23.875
west_wind_site_metadata.96010,96010,22.21875
west_wind_site_metadata.96011,96011,21.8125
west_wind_site_metadata.96012,96012,21.8125
west_wind_site_metadata.96013,96013,23.53125
west_wind_site_metadata.96014,96014,33.03125
west_wind_site_metadata.96015,96015,31.640625
west_wind_site_metadata.96016,96016,31.40625
west_wind_site_metadata.96017,96017,31.125
west_wind_site_metadata.96018,96018,29.796875
west_wind_site_metadata.96019,96019,27.34375
west_wind_site_metadata.96020,96020,24.953125
west_wind_site_metadata.96021,96021,22.390625
west_wind_site_metadata.96022,96022,28.6875
west_wind_site_metadata.96023,96023,27.375
west_wind_site_metadata.96024,96024,29.375
west_wind_site_metadata.96025,96025,28.1875
west_wind_site_metadata.96026,96026,27.8125
west_wind_site_metadata.96027,96027,26.265625
west_wind_site_metadata.96028,96028,23.1875
west_wind_site_metadata.96029,96029,23.171875
west_wind_site_metadata.96030,96030,23.59375
west_wind_site_metadata.96031,96031,31.5625
west_wind_site_metadata.96032,96032,32.46875
west_wind_site_metadata.96033,96033,32.15625
west_wind_site_metadata.96034,96034,32.34375
west_wind_site_metadata.96035,96035,31.4375
west_wind_site_metadata.96036,96036,29.109375
west_wind_site_metadata.96037,96037,26.6875
west_wind_site_metadata.96038,96038,24.25
west_wind_site_metadata.96039,96039,21.6875
west_wind_site_metadata.96040,96040,23.421875
west_wind_site_metadata.96041,96041,24.921875
west_wind_site_metadata.96042,96042,25.78125
west_wind_site_metadata.96043,96043,26.46875
west_wind_site_metadata.96044,96044,26.203125
west_wind_site_metadata.96045,96045,25.28125
west_wind_site_metadata.96046,96046,22.859375
west_wind_site_metadata.96047,96047,22.96875
west_wind_site_metadata.96048,96048,22.875
west_wind_site_metadata.96049,96049,30.390625
west_wind_site_metadata.96050,96050,25.59375
west_wind_site_metadata.96051,96051,32.34375
west_wind_site_metadata.96052,96052,33.15625
west_wind_site_metadata.96053,96053,31.921875
west_wind_site_metadata.96054,96054,28.234375
west_wind_site_metadata.96055,96055,27.015625
west_wind_site_metadata.96056,96056,26.765625
west_wind_site_metadata.96057,96057,30.953125
west_wind_site_metadata.96058,96058,30.640625
west_wind_site_metadata.96059,96059,31.09375
west_wind_site_metadata.96060,96060,30.796875
west_wind_site_metadata.96061,96061,23.9375
west_wind_site_metadata.96062,96062,30.03125
west_wind_site_metadata.96063,96063,29.765625
west_wind_site_metadata.96064,96064,29.84375
west_wind_site_metadata.96065,96065,29.734375
west_wind_site_metadata.96066,96066,20.28125
west_wind_site_metadata.96067,96067,28.5
west_wind_site_metadata.96068,96068,32.09375
west_wind_site_metadata.96069,96069,24.6875
west_wind_site_metadata.96070,96070,27.109375
west_wind_site_metadata.96071,96071,26.484375
west_wind_site_metadata.96072,96072,25.5625
west_wind_site_metadata.96073,96073,25.546875
west_wind_site_metadata.96074,96074,30.296875
west_wind_site_metadata.96075,96075,28.09375
west_wind_site_metadata.96076,96076,22.953125
west_wind_site_metadata.96077,96077,25.25
west_wind_site_metadata.96078,96078,22.1875
west_wind_site_metadata.96079,96079,28.4375
west_wind_site_metadata.96080,96080,29.859375
west_wind_site_metadata.96081,96081,32.8125
west_wind_site_metadata.96082,96082,32.15625
west_wind_site_metadata.96083,96083,30.0625
west_wind_site_metadata.96084,96084,29.5
west_wind_site_metadata.96085,96085,29.734375
west_wind_site_metadata.96086,96086,27.640625
west_wind_site_metadata.96087,96087,29.15625
west_wind_site_metadata.96088,96088,28.5625
west_wind_site_metadata.96089,96089,27.71875
west_wind_site_metadata.96090,96090,27.796875
west_wind_site_metadata.96091,96091,26.640625
west_wind_site_metadata.96092,96092,26.375
west_wind_site_metadata.96093,96093,25.796875
west_wind_site_metadata.96094,96094,28.890625
west_wind_site_metadata.96095,96095,23.78125
west_wind_site_metadata.96096,96096,29.21875
west_wind_site_metadata.96097,96097,29.421875
west_wind_site_metadata.96098,96098,29.796875
west_wind_site_metadata.96099,96099,33.96875
west_wind_site_metadata.96100,96100,30.90625
west_wind_site_metadata.96101,96101,26.890625
west_wind_site_metadata.96102,96102,25.6875
west_wind_site_metadata.96103,96103,30.15625
west_wind_site_metadata.96104,96104,30.84375
west_wind_site_metadata.96105,96105,32.1875
west_wind_site_metadata.96106,96106,32.03125
west_wind_site_metadata.96107,96107,28.25
west_wind_site_metadata.96108,96108,26.921875
west_wind_site_metadata.96109,96109,26.078125
west_wind_site_metadata.96110,96110,26.21875
west_wind_site_metadata.96111,96111,25.34375
west_wind_site_metadata.96112,96112,25.25
west_wind_site_metadata.96113,96113,20.796875
west_wind_site_metadata.96114,96114,24.625
west_wind_site_metadata.96115,96115,28.828125
west_wind_site_metadata.96116,96116,28.953125
west_wind_site_metadata.96117,96117,29.34375
west_wind_site_metadata.96118,96118,29.890625
west_wind_site_metadata.96119,96119,30.125
west_wind_site_metadata.96120,96120,30.9375
west_wind_site_metadata.96121,96121,30.84375
west_wind_site_metadata.96122,96122,30.3125
west_wind_site_metadata.96123,96123,27.046875
west_wind_site_metadata.96124,96124,27.046875
west_wind_site_metadata.96125,96125,25.875
west_wind_site_metadata.96126,96126,24.6875
west_wind_site_metadata.96127,96127,24.21875
west_wind_site_metadata.96128,96128,25.203125
west_wind_site_metadata.96129,96129,33.28125
west_wind_site_metadata.96130,96130,33.53125
west_wind_site_metadata.96131,96131,32.5
west_wind_site_metadata.96132,96132,30.0625
west_wind_site_metadata.96133,96133,25.859375
west_wind_site_metadata.96134,96134,27.109375
west_wind_site_metadata.96135,96135,26.5625
west_wind_site_metadata.96136,96136,26.890625
west_wind_site_metadata.96137,96137,26.234375
west_wind_site_metadata.96138,96138,26.203125
west_wind_site_metadata.96139,96139,25.65625
west_wind_site_metadata.96140,96140,25.453125
west_wind_site_metadata.96141,96141,26.453125
west_wind_site_metadata.96142,96142,28.75
west_wind_site_metadata.96143,96143,28.828125
west_wind_site_metadata.96144,96144,29.53125
west_wind_site_metadata.96145,96145,31.171875
west_wind_site_metadata.96146,96146,31.84375
west_wind_site_metadata.96147,96147,27.15625
west_wind_site_metadata.96148,96148,24.5625
west_wind_site_metadata.96149,96149,24.453125
west_wind_site_metadata.96150,96150,26.671875
west_wind_site_metadata.96151,96151,31.34375
west_wind_site_metadata.96152,96152,23.375
west_wind_site_metadata.96153,96153,33.25
west_wind_site_metadata.96154,96154,33.40625
west_wind_site_metadata.96155,96155,32.34375
west_wind_site_metadata.96156,96156,31.25
west_wind_site_metadata.96157,96157,30.375
west_wind_site_metadata.96158,96158,30.3125
west_wind_site_metadata.96159,96159,30.1875
west_wind_site_metadata.96160,96160,26.53125
west_wind_site_metadata.96161,96161,26.03125
west_wind_site_metadata.96162,96162,25.53125
west_wind_site_metadata.96163,96163,25.828125
west_wind_site_metadata.96164,96164,25.203125
west_wind_site_metadata.96165,96165,25.203125
west_wind_site_metadata.96166,96166,24.75
west_wind_site_metadata.96167,96167,24.515625
west_wind_site_metadata.96168,96168,25.515625
west_wind_site_metadata.96169,96169,26.125
west_wind_site_metadata.96170,96170,26.8125
west_wind_site_metadata.96171,96171,25.734375
west_wind_site_metadata.96172,96172,30.140625
west_wind_site_metadata.96173,96173,26.71875
west_wind_site_metadata.96174,96174,26.09375
west_wind_site_metadata.96175,96175,24.203125
west_wind_site_metadata.96176,96176,24.78125
west_wind_site_metadata.96177,96177,30.015625
west_wind_site_metadata.96178,96178,27.484375
west_wind_site_metadata.96179,96179,21.25
west_wind_site_metadata.96180,96180,25.578125
west_wind_site_metadata.96181,96181,33.1875
west_wind_site_metadata.96182,96182,32.34375
west_wind_site_metadata.96183,96183,31.515625
west_wind_site_metadata.96184,96184,28.46875
west_wind_site_metadata.96185,96185,26.71875
west_wind_site_metadata.96186,96186,25.21875
west_wind_site_metadata.96187,96187,24.5625
west_wind_site_metadata.96188,96188,24.703125
west_wind_site_metadata.96189,96189,24.171875
west_wind_site_metadata.96190,96190,24.15625
west_wind_site_metadata.96191,96191,28.78125
west_wind_site_metadata.96192,96192,23.78125
west_wind_site_metadata.96193,96193,32.21875
west_wind_site_metadata.96194,96194,31.421875
west_wind_site_metadata.96195,96195,28.375
west_wind_site_metadata.96196,96196,27.25
west_wind_site_metadata.96197,96197,24.09375
west_wind_site_metadata.96198,96198,18.046875
west_wind_site_metadata.96199,96199,18.390625
west_wind_site_metadata.96200,96200,19.359375
west_wind_site_metadata.96201,96201,31.90625
west_wind_site_metadata.96202,96202,29.28125
west_wind_site_metadata.96203,96203,26.40625
west_wind_site_metadata.96204,96204,25.09375
west_wind_site_metadata.96205,96205,25.078125
west_wind_site_metadata.96206,96206,24.453125
west_wind_site_metadata.96207,96207,24.484375
west_wind_site_metadata.96208,96208,25.328125
west_wind_site_metadata.96209,96209,24.90625
west_wind_site_metadata.96210,96210,26.1875
west_wind_site_metadata.96211,96211,28.28125
west_wind_site_metadata.96212,96212,28.703125
west_wind_site_metadata.96213,96213,26.296875
west_wind_site_metadata.96214,96214,33.65625
west_wind_site_metadata.96215,96215,31.09375
west_wind_site_metadata.96216,96216,29.921875
west_wind_site_metadata.96217,96217,26.75
west_wind_site_metadata.96218,96218,25.703125
west_wind_site_metadata.96219,96219,31.390625
west_wind_site_metadata.96220,96220,29.671875
west_wind_site_metadata.96221,96221,29.34375
